WigleWifi-1.4,appRelease=2.25,model=LG-H850,release=7.0,device=h1,display=NRD90U,board=msm8996,brand=lge
ac:f1:df:9d:ae:b9,ohayon_1,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:37,6,-79,32.10512302,35.10580416,456,12.13599967956543,WIFI
14:ae:db:b6:a2:75,karen,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:37,1,-82,32.10512302,35.10580416,456,12.13599967956543,WIFI
42501_10072_479982,Partner,UMTS;il,2017-10-31 13:30:37,0,-91,32.10512302,35.10580416,456,12.13599967956543,GSM
14:ae:db:b6:a2:75,karen,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:39,1,-75,32.1050981,35.10591067,456,12.13599967956543,WIFI
c4:12:f5:81:c7:00,Hershko1,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:39,11,-79,32.1050981,35.10591067,456,12.13599967956543,WIFI
06:ae:db:b6:a2:75,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:39,1,-79,32.1050981,35.10591067,456,12.13599967956543,WIFI
10:be:f5:35:2a:20,Nimkovsky,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:41,1,-82,32.10505865,35.10603097,460,16.687000274658203,WIFI
6c:b0:ce:a5:84:8b,Yuval2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:30:41,1,-84,32.10505865,35.10603097,460,16.687000274658203,WIFI
a4:5d:36:b9:86:8d,HP-Print-8D-Officejet 6700,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:43,1,-84,32.10504907,35.10616739,457,16.687000274658203,WIFI
ac:f1:df:18:67:4e,bezeq_net 2.4,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:43,6,-85,32.10504907,35.10616739,457,16.687000274658203,WIFI
10:be:f5:35:2a:20,Nimkovsky,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:45,1,-77,32.10502673,35.10627652,459,16.687000274658203,WIFI
6c:b0:ce:a5:84:8b,Yuval2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:30:45,1,-77,32.10502673,35.10627652,459,16.687000274658203,WIFI
ac:f1:df:18:67:4e,bezeq_net 2.4,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:47,6,-79,32.10502426,35.1063814,462,16.687000274658203,WIFI
9e:93:4e:36:5a:79,DIRECT-1FPhaser 3020,[WPA2-PSK-CCMP][WPS-AUTH][ESS],2017-10-31 13:30:49,6,-75,32.10499028,35.10648365,461,18.203998565673828,WIFI
e8:94:f6:87:72:e0,sh-home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:30:49,11,-80,32.10499028,35.10648365,461,18.203998565673828,WIFI
42501_10072_2147483647,Partner,UNKNOWN;il,2017-10-31 13:30:49,0,-83,32.10499028,35.10648365,461,18.203998565673828,GSM
cc:b2:55:e7:84:b9,galit1,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:51,6,-75,32.10495495,35.10662817,462,16.687000274658203,WIFI
cc:b2:55:e7:84:b9,galit1,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:53,6,-68,32.10492757,35.10673049,461,16.687000274658203,WIFI
3c:1e:04:07:45:80,OpalixinHome,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:30:53,1,-84,32.10492757,35.10673049,461,16.687000274658203,WIFI
50:c7:bf:b0:b1:85,Naor,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:30:55,5,-82,32.10492407,35.10681112,461,16.687000274658203,WIFI
42501_10072_470801,Partner,HSDPA;il,2017-10-31 13:30:55,0,-73,32.10492407,35.10681112,461,16.687000274658203,GSM
b0:41:1d:28:3b:c1,AEH-W4A1-b0411d283bc1,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:57,9,-81,32.10494912,35.10691076,462,16.687000274658203,WIFI
c4:12:f5:81:83:97,Mali_2.4G,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:57,11,-86,32.10494912,35.10691076,462,16.687000274658203,WIFI
a0:ab:1b:62:64:78,Chen and shay,[WPA2-PSK-CCMP][ESS],2017-10-31 13:30:57,1,-89,32.10494912,35.10691076,462,16.687000274658203,WIFI
50:c7:bf:b0:b1:85,Naor,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:01,5,-72,32.10503176,35.10711733,463,18.203998565673828,WIFI
c4:04:15:60:ef:75,RamBeni,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:01,1,-84,32.10503176,35.10711733,463,18.203998565673828,WIFI
50:c7:bf:b0:b1:87,Naor 5G,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:01,36,-89,32.10503176,35.10711733,463,18.203998565673828,WIFI
00:12:2a:d1:8f:b8,AviPetan,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:04,4,-78,32.10503222,35.10725586,464,18.203998565673828,WIFI
00:12:2a:d1:8f:bc,AviPetan2,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:04,36,-84,32.10503222,35.10725586,464,18.203998565673828,WIFI
f4:f2:6d:5e:a9:7a,AviPetan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:04,4,-85,32.10503222,35.10725586,464,18.203998565673828,WIFI
00:12:2a:d1:8f:b8,AviPetan,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:06,4,-71,32.10503821,35.10733195,466,18.203998565673828,WIFI
f4:f2:6d:5e:a9:7a,AviPetan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:06,4,-67,32.10503821,35.10733195,466,18.203998565673828,WIFI
fc:b4:e6:d2:a9:04,HOTBOX-A8FE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:06,6,-82,32.10503821,35.10733195,466,18.203998565673828,WIFI
f8:ab:05:43:f6:f5,HOTBOX-A8FE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:06,6,-83,32.10503821,35.10733195,466,18.203998565673828,WIFI
f8:ab:05:44:94:56,HOTBOX-A8FE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:08,6,-79,32.10505835,35.10740408,467,19.720998764038086,WIFI
fc:3f:db:a0:61:d6,DIRECT-59-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:08,1,-80,32.10505835,35.10740408,467,19.720998764038086,WIFI
f8:ab:05:ef:1e:a3,HOTBOX-A8FE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:10,6,-87,32.10507601,35.10750255,464,18.203998565673828,WIFI
6c:b0:ce:aa:97:a1,NAGARF,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:15,6,-84,32.10533837,35.10779339,455,16.687000274658203,WIFI
14:ae:db:45:2a:7d,BEZEQINT-2A79,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:15,1,-86,32.10533837,35.10779339,455,16.687000274658203,WIFI
f8:e9:03:0e:7e:e0,BezeqNGN_011207_2.4GHz_1,[ESS],2017-10-31 13:31:15,1,-85,32.10533837,35.10779339,455,16.687000274658203,WIFI
c0:ac:54:f8:29:f8,Einats17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:17,11,-84,32.1054233,35.10788246,456,18.203998565673828,WIFI
42501_10072_470801,Partner,HSDPA;il,2017-10-31 13:31:17,0,-69,32.1054233,35.10788246,456,18.203998565673828,GSM
c4:04:15:63:4d:76,Yakar-Ezra,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:19,1,-84,32.105504,35.10791421,454,18.203998565673828,WIFI
a4:52:6f:ff:4e:19,lotus,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:23,6,-78,32.10569487,35.10798523,455,16.687000274658203,WIFI
a4:52:6f:ff:4e:19,lotus,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:25,6,-60,32.10579406,35.10799994,456,16.687000274658203,WIFI
f8:ab:05:48:2a:6f,HOTBOX-6D701,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:25,1,-76,32.10579406,35.10799994,456,16.687000274658203,WIFI
60:e3:27:6c:87:4e,TP-LINK ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:25,6,-83,32.10579406,35.10799994,456,16.687000274658203,WIFI
c8:be:19:0c:68:49,spiderman,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:25,11,-85,32.10579406,35.10799994,456,16.687000274658203,WIFI
34:ce:00:1e:ea:e7,HayHome_plus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:27,9,-81,32.10588314,35.10802269,460,16.687000274658203,WIFI
d0:0f:6d:c2:23:09,HayHome,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:27,9,-82,32.10588314,35.10802269,460,16.687000274658203,WIFI
88:25:93:45:9c:13,TP-LINK_9C13,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:32,11,-84,32.10607805,35.10799664,460,16.687000274658203,WIFI
88:25:93:45:9c:13,TP-LINK_9C13,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:34,11,-79,32.10612347,35.10799538,461,18.203998565673828,WIFI
c4:04:15:63:4d:76,Yakar-Ezra,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:34,1,-79,32.10612347,35.10799538,461,18.203998565673828,WIFI
6a:04:15:63:4d:77,Bezeq Free J01610,[ESS],2017-10-31 13:31:34,1,-81,32.10612347,35.10799538,461,18.203998565673828,WIFI
14:ae:db:c6:76:7a,Zeevi-2.4G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:36,5,-83,32.10617662,35.10798223,460,21.237998962402344,WIFI
88:25:93:45:9c:13,TP-LINK_9C13,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:31:38,11,-73,32.1062696,35.10797121,460,21.237998962402344,WIFI
5c:b9:01:6d:f7:64,HP-Print-64-Deskjet 4640 series,[ESS],2017-10-31 13:31:38,1,-83,32.1062696,35.10797121,460,21.237998962402344,WIFI
18:a6:f7:8a:95:6e,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:40,10,-82,32.10636497,35.1079555,461,18.203998565673828,WIFI
18:a6:f7:8a:95:6e,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:41,10,-73,32.1064122,35.10795522,461,18.203998565673828,WIFI
14:ae:db:c6:76:7d,Zeevi-5G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:31:41,40,-88,32.1064122,35.10795522,461,18.203998565673828,WIFI
00:78:9e:fb:20:0c,HOTBOX-CBC4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:41,1,-84,32.1064122,35.10795522,461,18.203998565673828,WIFI
00:21:04:49:80:32,roimi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:41,6,-84,32.1064122,35.10795522,461,18.203998565673828,WIFI
42501_7213_3082243,Partner,UNKNOWN;il,2017-10-31 13:31:44,0,-81,32.10655302,35.10792456,460,18.203998565673828,GSM
00:78:9e:fb:36:50,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:46,10,-82,32.10661994,35.10796355,462,19.720998764038086,WIFI
d8:fe:e3:02:1e:c9,hefziba,[WPA2-PSK-CCMP][ESS],2017-10-31 13:31:46,1,-84,32.10661994,35.10796355,462,19.720998764038086,WIFI
00:21:04:49:80:32,roimi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:52,6,-78,32.10679218,35.10781076,465,18.203998565673828,WIFI
00:21:04:49:80:32,roimi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:31:54,6,-66,32.10687165,35.10773605,465,18.203998565673828,WIFI
42501_7213_3082242,Partner,UNKNOWN;il,2017-10-31 13:31:54,0,-113,32.10687165,35.10773605,465,18.203998565673828,GSM
08:6a:0a:6a:09:7a,Avi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:00,6,-85,32.10706894,35.10750633,461,16.687000274658203,WIFI
48:ee:0c:40:07:5e,ayelet10,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:00,11,-87,32.10706894,35.10750633,461,16.687000274658203,WIFI
f8:ab:05:ed:b4:91,Avi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:02,11,-79,32.1071161,35.10743898,467,16.687000274658203,WIFI
80:26:89:0d:50:c4,barkan gan,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:02,9,-84,32.1071161,35.10743898,467,16.687000274658203,WIFI
f8:ab:05:ea:bd:af,Avi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:04,11,-76,32.10718335,35.10733314,470,16.687000274658203,WIFI
7c:b7:33:a1:77:8e,Adani,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:06,1,-80,32.10726674,35.10725666,471,18.203998565673828,WIFI
8c:dc:d4:68:89:4f,HP-Print-4F-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:06,6,-86,32.10726674,35.10725666,471,18.203998565673828,WIFI
48:ee:0c:40:07:5e,ayelet10,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:10,11,-76,32.10740819,35.10712993,475,18.203998565673828,WIFI
10:be:f5:41:d5:c2,poulin,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:10,9,-86,32.10740819,35.10712993,475,18.203998565673828,WIFI
8c:dc:d4:68:89:4f,HP-Print-4F-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:12,6,-76,32.10747351,35.10704588,477,18.203998565673828,WIFI
42501_7121_7697922,Partner,UNKNOWN;il,2017-10-31 13:32:14,0,-113,32.1075452,35.10696157,477,19.720998764038086,GSM
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:32:23,6,-87,32.10767116,35.10650405,473,18.203998565673828,WIFI
80:26:89:0d:50:c4,barkan gan,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:25,9,-85,32.10769655,35.10638584,474,16.687000274658203,WIFI
c4:12:f5:f9:6b:86,Rinat,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:25,9,-81,32.10769655,35.10638584,474,16.687000274658203,WIFI
42501_18122_537602,Partner,UNKNOWN;il,2017-10-31 13:32:25,0,-113,32.10769655,35.10638584,474,16.687000274658203,GSM
c4:12:f5:fd:37:e8,Eli,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:27,11,-87,32.10773837,35.10625517,475,18.203998565673828,WIFI
cc:b2:55:67:2d:4c,Zvuvik1r,[WPA2-PSK-CCMP][ESS],2017-10-31 13:32:29,6,-83,32.10773857,35.10616374,474,16.687000274658203,WIFI
42501_7213_5455362,Partner,UNKNOWN;il,2017-10-31 13:32:29,0,-113,32.10773857,35.10616374,474,16.687000274658203,GSM
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:32:31,6,-82,32.10774013,35.10608099,475,16.687000274658203,WIFI
18:a6:f7:5e:a0:cd,polishuk1,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-10-31 13:32:31,7,-84,32.10774013,35.10608099,475,16.687000274658203,WIFI
6c:b0:ce:2e:89:c9,elad,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 13:32:33,11,-84,32.107723,35.10601107,474,16.687000274658203,WIFI
42501_10072_470801,Partner,HSDPA;il,2017-10-31 13:32:37,0,-113,32.10775533,35.1059142,474,15.170000076293945,GSM
00:78:9e:ff:95:6e,Bar-ozhot,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:41,11,-86,32.10771439,35.10587686,475,18.203998565673828,WIFI
42501_10072_470801,Partner,HSDPA;il,2017-10-31 13:32:41,0,-89,32.10771439,35.10587686,475,18.203998565673828,GSM
00:78:9e:ff:95:6e,Bar-ozhot,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 13:32:43,11,-81,32.10770126,35.10588715,476,19.720998764038086,WIFI
00:90:8f:63:68:8c,esti,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-10-31 13:32:57,10,-70,32.1077236,35.10592277,475,18.203998565673828,WIFI
80:26:89:0d:50:c4,barkan gan,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:03,9,-79,32.10774469,35.10591392,474,18.203998565673828,WIFI
c4:12:f5:fd:37:e8,Eli,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:12,11,-81,32.10770988,35.10591666,475,16.687000274658203,WIFI
c4:12:f5:f7:35:00,zelikman,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:12,3,-83,32.10770988,35.10591666,475,16.687000274658203,WIFI
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:33:18,6,-76,32.10772117,35.10593231,475,16.687000274658203,WIFI
42501_10072_480070,Partner,HSDPA;il,2017-10-31 13:33:18,0,-87,32.10772117,35.10593231,475,16.687000274658203,GSM
c4:12:f5:81:52:44,Bezeq_WiFi_2.4,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:23,11,-82,32.10772094,35.1059314,475,16.687000274658203,WIFI
30:b5:c2:b8:3e:4e,~~AZZOUN~~,[ESS],2017-10-31 13:33:23,5,-87,32.10772094,35.1059314,475,16.687000274658203,WIFI
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:33:28,6,-69,32.10775639,35.10596693,471,15.170000076293945,WIFI
f4:f2:6d:8d:9d:80,,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:36,8,-86,32.10779533,35.10596683,471,15.170000076293945,WIFI
42501_10072_2147483647,Partner,UNKNOWN;il,2017-10-31 13:33:39,0,-87,32.1077982,35.10594712,474,15.170000076293945,GSM
c4:12:f5:fd:37:e8,Eli,[WPA2-PSK-CCMP][ESS],2017-10-31 13:33:42,11,-75,32.10779825,35.10594767,475,16.687000274658203,WIFI
42501_7213_5455362,Partner,UNKNOWN;il,2017-10-31 13:34:01,0,-91,32.10779801,35.10594744,476,28.822999954223633,GSM
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:34:04,6,-59,32.10779808,35.10594751,475,28.822999954223633,WIFI
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:34:07,6,-50,32.10779813,35.10594751,475,33.374000549316406,WIFI
42501_7121_16768001,Partner,UNKNOWN;il,2017-10-31 13:34:07,0,-113,32.10779813,35.10594751,475,33.374000549316406,GSM
42501_7121_7697922,Partner,UNKNOWN;il,2017-10-31 13:34:13,0,-113,32.10779818,35.10594797,476,53.09499740600586,GSM
10:be:f5:35:3d:3a,shay1,[WPA-PSK-CCMP][ESS],2017-10-31 13:34:16,6,-44,32.10779818,35.10594799,476,65.23099517822266,WIFI
